module_variable_name	source_text	target_text	need_translate
Common.Other.GlobalPrompt.VIP_TIPS	#C(#00FF00)%s#n贵族等级提升至#C(#00FF00)%s#n级，获得更多优惠，这是要制霸全服啊	#C(#00FF00)%s#n a monté le noble au niveau #C(#00FF00)%s#n，et a acquis beaucoup de bonus.il a l'air de dominer le tout serveur .	0
Common.Other.GlobalPrompt.VIP_UNBIND	神石 +%s,	pierre divine  +%s,	0
Common.Other.GlobalPrompt.WING_ADVANCED_TRAIN_PROMPT	培养成功，共%s次暴击，共获得%s经验。	formation avec succès ，coup critique %s fois ，et a acquis %s expérience .	0
Common.Other.GlobalPrompt.WING_LIBAO_PROMPT	成功开启首充羽翼礼盒，获得【白色恋人】羽翼	ouvrir la boîte-cadeau de première recharge avec succès ，et a acquis les ailes 【amant blancs】	0
Common.Other.GlobalPrompt.WING_TRAIN_PROMPT	培养成功，获得%s经验。	formation avec succès ，acquis %sexpériences	0
Common.Other.GlobalPrompt.WONDERFUL_GET_REWARD	#C(#00EE00)%s#n领取了#Z(%s,%s)，感谢玩家#C(#00EE00)%s#n对大家做出的贡献。	#C(#00EE00)%s#na reçu #Z(%s,%s)，on remercie #C(#00EE00)%s#npour sa contribution .	0
Common.Other.GlobalPrompt.WONDERFUL_NO_TIMES	已没剩余次数可以领取	aucun nombre disponible 	0
Common.Other.GlobalPrompt.WONDERFUL_ONCE_RMB_MAIL_CONTENT	亲爱的玩家：#H    您在%s充值了%s神石，获取了对应单笔充值活动的奖励，请注意查收！	chéri joueur ：#H   vous avez %srechargé %s pierres divines，et vous avez acquis la récompense correspondantte cette récompense ！	0
Common.Other.GlobalPrompt.WONDERFUL_ONCE_RMB_MAIL_SENDER	系统	système 	0
Common.Other.GlobalPrompt.WONDERFUL_ONCE_RMB_MAIL_TITLE	单笔充值返利	remboursement de la recharge individuelle 	0
Common.Other.GlobalPrompt.WONDERFUL_TIME_LESS	活动没开启	l'activité ne commence pas encore	0
Common.Other.GlobalPrompt.WONDERFUL_TIME_OUT	活动已结束	l'activité a terminé 	0
Common.Other.GlobalPrompt.WPG_Drop	接金币玩法获得:%s金币	vous avez acquis dans l'activité de la pièce d'or  :%s pièces d'or  	0
Common.Other.GlobalPrompt.WPG_Finish	已完成本次接金币玩法，共获得%s金币！	vous avez terminé la quête ，et acquis %s pièces d'or  ！	0
Common.Other.GlobalPrompt.WPG_LevelLimit	主角达到30级时才可以参与金币副本。	on peut participer à l'instance de la pièce d'or après que vous atteignez le niveau 30	0
Common.Other.GlobalPrompt.WPG_NoCnt	今日没有次数	aucun nombre aujourd'hui 	0
Common.Other.GlobalPrompt.WPG_Open	%s在许愿池中完成了本服今日第%s次许愿,为大家开启了第%s次金币宝藏。#C(#00FF00)#U#A(#K(JBFB))前往掘金#n#n	%s faire pour la %s fois des vœux à la fontaine à souhait ,et ouvrir pour la %s fois trésor de la pièce d'or  .#C(#00FF00)#U#A(#K(JBFB))aller fouiller de l'or #n#n	0
Common.Other.GlobalPrompt.WPG_Pick	捡金币玩法获得:%s金币	jeu du ramassage de la pièce d'or :vous avez acquis：%s pièces d'or  	0
Common.Other.GlobalPrompt.WR3366_Tips_Reward_BindRMB	#C(#0099FF)魔晶+ %s#H	#C(#0099FF)cristal magique + %s#H	0
Common.Other.GlobalPrompt.WR3366_Tips_Reward_Head	恭喜你获得#H	félicitations ,vous avez acquis #H	0
Common.Other.GlobalPrompt.WR3366_Tips_Reward_Money	#C(#FFFF00)金币+ %s#H	#C(#FFFF00)pièce d'or  + %s#H	0
Common.Other.GlobalPrompt.WZCR_Tips_Head	领取成功，获得： 	réception avec succès ，vous avez acquis ： 	0
Common.Other.GlobalPrompt.WZE_Tips_Head	兑换成功，获得：	échange avec succès ,acquis ：	0
Common.Other.GlobalPrompt.WZFS_DonateTips_Head	赠送成功，获得返利：#H	offre avec succès ，vous avez acquis le remboursement ：#H	0
Common.Other.GlobalPrompt.WZFS_Tips_Head	购买成功，获得：	achat avec succès ，vous avez acquis ：	0
Common.Other.GlobalPrompt.WZFS_Tips_NotLocalServer	非本服好友，不能赠送	Il n'est pas votre ami dans ce serveur, vous ne pouvez pas lui offrir	0
Common.Other.GlobalPrompt.WZRR_Msg_AutoRefresh	#C(#E87D22)【王者公测-充值大返利】#n奖励自动重置，小伙伴们还在等什么？来领取自己的充值返利吧！	#C(#E87D22)【bêta ouverte du roi-remboursement de recharge 】#n Viens gagner tes récompenses	0
Common.Other.GlobalPrompt.WZRR_Tips_GameOver	#C(#E87D22)【王者公测-充值大返利】#n#C(#00FF00)%s#n完成一轮十二个奖励的抽取，获得自动重置奖励，可喜可贺啊！	#C(#E87D22)【bêta ouverte du roi-remboursement de recharge 】#n#C(#00FF00)%s#n a fini un tour de tirage！	0
Common.Other.GlobalPrompt.WZRR_Tips_Head	恭喜获得： 	félicitations ,vous avez acquis ： 	0
Common.Other.GlobalPrompt.WZRR_Tips_HeadEx	领取成功，获得： 	réception avec succès ，vous avez acquis： 	0
Common.Other.GlobalPrompt.WZRR_Tips_Precious	#C(#E87D22)【王者公测-充值大返利】#n#C(#00FF00)%s#n运气真是逆天啊，大手一挥，抽到了震惊全服的奖励：#Z(%s,%s)	#C(#E87D22)【bêta ouverte du roi-remboursement de recharge 】#n#C(#00FF00)%s#n a de chance,a gagné：#Z(%s,%s)	0
Common.Other.GlobalPrompt.WZZKH_Tips_Head	购买成功，获得：	achat avec succès ，vous avez acquis ：	0
Common.Other.GlobalPrompt.WangZheFashionShowMail_Content	你收到来自#C(#00EE00)%s#n赠送的#Z(%s,%s)	vous avez acquis #C(#00EE00)%s#n par #Z(%s,%s)	0
Common.Other.GlobalPrompt.WangZheFashionShowMail_Sender	系统	système	0
Common.Other.GlobalPrompt.WangZheFashionShowMail_Title	您收到赠送	vous avez reçu le cadeau 	0
Common.Other.GlobalPrompt.WangZheRank_Content	恭喜！您在#C(#E87D22)【王者公测】#n活动中跨服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	félicitations!vous dans l'activité #C(#E87D22)【bêta ouverte du roi 】#n vous classez #C(#00EE00)%s#n，et atteignez le niveau pour recevoir la récompense du classement!	0
Common.Other.GlobalPrompt.WangZheRank_Local_Content	恭喜！您在#C(#E87D22)【王者公测】#n活动中本服排名第#C(#00EE00)%s#n，达到了排名奖励标准，获得了丰厚奖励！	félicitations!vous dans l'activité#C(#E87D22)【bêta ouverte du roi 】#nvous classez #C(#00EE00)%s#n，et atteignez le niveau pour recevoir la récompense du classement!	0
Common.Other.GlobalPrompt.WangZheRank_Local_Sender	系统	système	0
Common.Other.GlobalPrompt.WangZheRank_Local_Title	【王者公测】本服排名奖励	【bêta ouverte du roi 】récompense du classement sur le propre serveur 	0
Common.Other.GlobalPrompt.WangZheRank_Sender	系统	système 	0
Common.Other.GlobalPrompt.WangZheRank_Tips_Head	成功领取奖励，获得：#H	receptiom de la récompense avec succès ，a acquis ：#H	0
Common.Other.GlobalPrompt.WangZheRank_Title	【王者公测】跨服排名奖励	【bêta ouverte du roi 】récompense du classement inter-serveur 	0
Common.Other.GlobalPrompt.WangZheZheKouHui_Tips_Refresh	刷新成功，消耗%s神石！	actualiser avec succès, consommation des %s pierres divines	0
Common.Other.GlobalPrompt.WarStation_Item_False	已达到当前星数使用上限。	atteint le plafond de l'utilisation des étoiles	0
Common.Other.GlobalPrompt.WarStation_Item_Suc	使用成功，#C(#00FF00)生命+75、攻击+20、暴击+5、破挡+5#n！当前已使用#C(#00FF00)%s#n个，当前星级最多可使用#C(#00FF00)%s#n个！	utilisation avec succès ，#C(#00FF00)vie +75、attaque +20、coup critique +5、percée du blocage +5#n！Vous Avesta utilisé #C(#00FF00)%s#n，les étoiles actuelles peuvent utiliser au plus #C(#00FF00)%s#n！	0
Common.Other.GlobalPrompt.WarStation_Msg	玩家#C(#00FF00)%s#n经过不懈努力，终于成功将#C(#FF0000)%s级#n战魂升到#C(#FF0000)%s级#n战魂，称霸全服指日可待！	joueur #C(#00FF00)%s#n après les efforts sans fin ， a amélioré l'âme de combat au niveau  #C(#FF0000)%s#n au niveau #C(#FF0000)%s#n，il va être le chef inter-serveur .	0
Common.Other.GlobalPrompt.WarStation_UpStar_Msg	战魂升星成功	augmentation des étoiles de l'âme de combat 	0
Common.Other.GlobalPrompt.WeddingAdvancedTips	婚戒姻缘石 -% s，获得经验 +% s	pierre de mariage de bague de mariage  -% s，expérience acquis  +% s	0
Common.Other.GlobalPrompt.WeddingRingCritTips	锻造暴击：婚戒经验 + 20	forger le coup critique ：expérience de la dague de mariage  + 20	0
Common.Other.GlobalPrompt.WeddingRingNormalTips	锻造成功：婚戒经验 + 10	forgé avec succès ：expérience de la dague de mariage  + 10	0
Common.Other.GlobalPrompt.WildBoss_AddScore	积分+%s	points+%s	0
Common.Other.GlobalPrompt.WildBoss_BeSnatch	%s战胜了你，夺走#H	%svous a défait ，et s'est emparé de #H	0
Common.Other.GlobalPrompt.WildBoss_BeSnatchWin	%s挑战你失败，你获得%s积分	%s a perdu son défi contre vous  ，vous avez acquis %s points	0
Common.Other.GlobalPrompt.WildBoss_Begin	#C(#EE7600)【野外夺宝】#n活动已经开启，请勇士们尽快加入战斗，#C(#00ff00)#U#A(#K(openYWDBBM))前往夺宝#n#n	#C(#EE7600)【concours à la campagne】#nl'activité a été ouverte allez au combat pour #C(#00ff00)#U#A(#K(openYWDBBM))le trésor #n#n	0
Common.Other.GlobalPrompt.WildBoss_Bekill	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n成功终结了#C(#FFFF00)%s#n的%s连杀，获得大量积分！地图坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n处出现了“#C(#0066CC)%s的英魂#n”，拾取后可获得%s的属性。	#C(#EE7600)【concours à la campagne】#n#C(#FFFF00)%s#n a terminé la tuerie continue de #C(#FFFF00)%s#n%s，a acquis beaucoup de points！Dans les coordonnées #C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n il y a l'âme de héros du “#C(#0066CC)%s#n”，après le ramassage acquérir l'attribut de %s.	0
Common.Other.GlobalPrompt.WildBoss_BuffName	%s的英魂	âme du héros de %s	0
Common.Other.GlobalPrompt.WildBoss_DecScore	%s积分。	point de %s	0
Common.Other.GlobalPrompt.WildBoss_DropBox	#C(#EE7600)【野外夺宝】#n坐标#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n附近出现了其他玩家丢失的宝箱，机不可失，赶紧来拾取吧！	#C(#EE7600)【concours à la campagne】#ndans les coordonnées#C(#00ff00)#U#A(#K(MoveXY,%s,%s))(%s,%s)#n#n#n il y a des coffrets au trésor perdus par d'autres joueurs ,ramassez les immédiatement ！	0
Common.Other.GlobalPrompt.WildBoss_InFight	对方正在战斗中	adversaire est au cours de combat 	0
Common.Other.GlobalPrompt.WildBoss_KillBoss	#C(#EE7600)【野外夺宝】#n本地图的BOSS已被击杀，现在开启宝箱争夺战，战胜拥有宝箱的玩家可获得对方一半宝箱，点击玩家直接进入战斗！	#C(#EE7600)【concours à la campagne】#n le BOSS de cette carte a été tué ，on commence le concours pour le coffret au trésor，vaincre  le joueur qui a le coffret au trésor pour acquérir la moitié du coffre,cliquer sur le joueur pour entrer au combat immédiatement！	0
Common.Other.GlobalPrompt.WildBoss_Kill_1	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n初露锋芒，已经连杀10人，额外获得10积分，击败他的玩家可获得大量积分。	#C(#EE7600)【concours à la campagne】#n#C(#FFFF00)%s#nest fort ，a tué 10 personnes continuellement ，a acquis 10 points supplémentaires，le joueur qui va le vaincre va acquérir beaucoup de points.	0
Common.Other.GlobalPrompt.WildBoss_Kill_2	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n锋芒毕露，已经连杀20人，额外获得20积分，击败他的玩家可获得大量积分。	#C(#EE7600)【concours à la campagne】#n#C(#FFFF00)%s#n est très fort ，a tué 20 personnes continuellement ，a acquis 20 points supplémentaires，le joueur qui va le vaincre va acquérir beaucoup de points.	0
Common.Other.GlobalPrompt.WildBoss_Kill_3	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n势不可挡，已经连杀30人，额外获得30积分，击败他的玩家可获得大量积分。	#C(#EE7600)【concours à la campagne】#n#C(#FFFF00)%s#n est insurmontable ，a tué 30 personnes continuellement ，a acquis 30 points supplémentaires，le joueur qui va le vaincre va acquérir beaucoup de points.	0
Common.Other.GlobalPrompt.WildBoss_Kill_4	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n无人可当，已经连杀%s人，即将成为战区第一人，击败他的玩家大量积分！	#C(#EE7600)【concours à la campagne】#n#C(#FFFF00)%s#n est imbattable,il a consécutivement tué %s personnes et devenira le numéro un du combat .si l'on le vainc，on peut obtenir beaucoup de points de sa part！	0
Common.Other.GlobalPrompt.WildBoss_Kill_5	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n所向披靡，已经突破100连杀，额外获得100积分，击败他可获得大量积分！	#C(#EE7600)【concours à la campagne】#n#C(#FFFF00)%s#n est toujours invincible．il a consécutivement tué 100 personnes et obtient supplémentairement 100 points．si l'on le vainc，on peut obtenir beaucoup de points de sa part！	0
Common.Other.GlobalPrompt.WildBoss_Kill_6	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n战神附体，已经连杀200人，额外获得200积分，击败他可获得其大量积分！	#C(#EE7600)【concours  à la campagne 】#n#C(#FFFF00)%s#n est enchanté du maître de guerre．il a consécutivement tué 200 personnes et obtient supplémentairement 200 points．si l'on le vainc，on peut obtenir beaucoup de points de sa part！	0
Common.Other.GlobalPrompt.WildBoss_LeaveScene	您已离开活动场景，丢失全部宝箱.	vous avez parti de la scène de l'activité et perdu tous les coffrets de trésor．	0
Common.Other.GlobalPrompt.WildBoss_PickUpBox	拾取成功	réussir à ramasser 	0
Common.Other.GlobalPrompt.WildBoss_PickUpBuff	你拾取了%s的英魂，获得附体效果，下一场战斗属性将临时变为%s的属性。	tu as ramassé l'ami de %s et obtenu l'effet de possession．dans le prochain combat，l'attribut va devenir temporairement l'attribut %s	0
Common.Other.GlobalPrompt.WildBoss_PickUpBuffFail	你已经拥有一个英魂BUFF	tu as obtenu le BUFF de l'âme 	0
Common.Other.GlobalPrompt.WildBoss_PickUpBuffMsg	#C(#EE7600)【野外夺宝】#n#C(#FFFF00)%s#n拾取了”#C(#0066CC)%s的英魂#n”，战斗力发生了翻天覆地的变化！	#C(#EE7600)【concours  à la campagne 】#n#C(#FFFF00)%s#n ramasse“l'âme #n de #C(#0066CC)%s #n”，la force de combat a beaucoup changé 	0
Common.Other.GlobalPrompt.WildBoss_PropectionTime	玩家正处于保护时间，剩余%s秒	le joueur est sous la protection！il reste %s secondes	0
Common.Other.GlobalPrompt.WildBoss_Ready	#C(#EE7600)【野外夺宝】#n5分钟后开启，请各位勇士开始准备	#C(#EE7600)【concours  à la campagne 】#n commence après cinq minutes．il faut des guerriers commencent de se préparer．	0
Common.Other.GlobalPrompt.WildBoss_RegionName_1	初级战区	zone de combat primaire 	0
Common.Other.GlobalPrompt.WildBoss_RegionName_2	中级战区	zone de combat moyenne 	0
Common.Other.GlobalPrompt.WildBoss_RegionName_3	高级战区	zone de combat avancée	0
Common.Other.GlobalPrompt.WildBoss_RegionName_4	顶级战区	super zone de combat 	0
Common.Other.GlobalPrompt.WildBoss_Snatch	抢夺成功，夺得#H 	réussir à piller et obtenir #H 	0
Common.Other.GlobalPrompt.WildBoss_SnatchCD	正处于抢夺冷却时间，剩余%s秒	au temps de refroidissement de pillage，il reste %s secondes	0
Common.Other.GlobalPrompt.WildBoss_SnatchFail	抢夺失败，丢失%s积分 	ne pas réussir à piller et perdre %s points	0
Common.Other.GlobalPrompt.WishPoolEx_Tips	背包剩余空间不足，购买失败！	l'espace restant du sac à dos ne suffit pas．cette récompense de souhait est distribuée par email du système．	0
Common.Other.GlobalPrompt.WishPoolMail_Content	背包剩余空间不足，本次许愿奖励通过系统邮件发放。	l'espace restant du sac à dos ne suffit pas．ne pas réussir à acheter．	0
Common.Other.GlobalPrompt.WishPoolMail_Sender	系统	système 	0
Common.Other.GlobalPrompt.WishPoolMail_Title	许愿池	fontaine à souhait 	0
Common.Other.GlobalPrompt.WishPoolPackFull	背包剩余空间不足，本次许愿奖励已通过系统邮件发放。	l'espace restant du sac à dos ne suffit pas．ne pas réussir à acheter．	0
Common.Other.GlobalPrompt.WishPoolRevive	许愿获得:#H	acquis par le souhait :#H	0
Common.Other.GlobalPrompt.WishPoolSpecItem	%s在许愿池许愿获得了#Z(%s,%s),#C(#00FF00)#U#A(#K(WishPool))前往许愿#n#n	%s a acquis à la fontaine à souhait #Z(%s,%s),#C(#00FF00)#U#A(#K(WishPool))aller faire les vœux #n#n	0
Common.Other.GlobalPrompt.WishPoolSpecTarot	%s在许愿池许愿获得了#t(#K(sTT,%s,%s)),#C(#00FF00)#U#A(#K(WishPool))前往许愿#n#n	%s a acquis à la fontaine à souhait#t(#K(sTT,%s,%s)),#C(#00FF00)#U#A(#K(WishPool))aller faire les vœux#n#n	0
Common.Other.GlobalPrompt.WorldCup_Gjjc_Msg	#C(#fefb00)%s#n#C(#66FF00)参与世界杯决赛神石竞猜，获得世界杯纪念宠物#C(#FFFF00)福來哥#n+1，#U#A(#K(dlg,OPEN_WORLDCUP))我要宠物#n#n	#C(#fefb00)%s#n#C(#66FF00)participer à la devinette en pierres divinesde la finale du Coup du Monde et obtenir familier de souvenir du Coup du Monde #C(#FFFF00)fu lai#n+1，#U#A(#K(dlg,OPEN_WORLDCUP))je veux familier#n#n	0
Common.Other.GlobalPrompt.WorldCup_Gjjc_Msg_1	领取成功：获得了#Z(%s,%s)	réussir à recevoir et obtenir #Z(%s,%s)	0
Common.Other.GlobalPrompt.WorldCup_Tips_1	猜对%s支队伍，获得世界杯宝箱+%s	bien deviner %s équipes，et obtenir le coffre detrésor du Coup du Monde +%s	0
Common.Other.GlobalPrompt.WorldCup_Tips_2	领取成功：世界杯宝箱+%s	réussir à recevoir ：le coffre detrésor du Coup du Monde +%s	0
Common.Other.GlobalPrompt.YeYouJieDiscountRefreshTips	已消耗%s神石，刷新成功！	consommer %s pierres divines，réussir à renouveler ！	0
Common.Other.GlobalPrompt.YeYouJieWarmupLoginRewardsTip	你成功领取了喜迎页游节登陆奖励	tu réussis à recevoir la récompense de connexion de la fête du jeu à la page 	0
Common.Other.GlobalPrompt.YeYouJieWarmupRechargeRewardsTips	你成功领取了喜迎页游节豪华奖励	tu réussis à recevoir la récompense de luxe de la fête du jeu à la page 	0
Common.Other.GlobalPrompt.ZUMA_COMBO_SCORE_PROMPT	连锁%s次+ %s分	interlock %s fois + %s points	0
Common.Other.GlobalPrompt.ZUMA_EXPLODE_SCORE_PROMPT	消除+ %s分	disparition + %s points	0
Common.Other.GlobalPrompt.ZUMA_RMB_HEARSAY	#C(#EE7600)【天天消龙珠】#n玩游戏也能得神石！#C(#00FF00)%s#n在游戏中获得了#Z(%s,%s)，#C(#00ff00)#U#A(#K(dlg,OPEN_MARBLE_FRAME))我也要玩！#n#n#n	#C(#EE7600)【faire disparaître les perle de dragon tous les jours 】#n on peut obtenir des pierres divinesen faisant du jeu！#C(#00FF00)%s#n obtient dans le jeu #Z(%s,%s)，#C(#00ff00)#U#A(#K(dlg,OPEN_MARBLE_FRAME))je veux jouer ！#n#n#n	0
Common.Other.GlobalPrompt.ZXLR_Tips_Head	恭喜获得： 	félicitations． obtenir ： 	0
Common.Other.GlobalPrompt.ZaiXianJiangLi_Msg_Precious	玩家#C(#00FF00)%s#n从在线奖励中获得了#Z(%s,%s)，运气真是好到爆！#U#C(#00FF00)#A(#K(dlg,OPEN_ONLINEREWARD_PANEL))你也来试试吧#n#n#n	#C(#00FF00)%s#n obtient #Z(%s,%s) dans la récompense sur ligne，il a de la chance！#U#C(#00FF00)#A(#K(dlg,OPEN_ONLINEREWARD_PANEL))viens l'essayer #n#n#n	0
